Region,ProjectionTitle,Count_ID,ISO2,ISO3,Area_ID,E_Count,Type,Ind_ID,C_Ind_ID,e_cat,AcronymCombined,Acronym,Age,Sex,Other,E_Ind,Time,Value,Rounded,Formatted,Status,Note,Source,Derived,Order_In_Report,Valid,Updated on,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2013,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2014,23.81406,24,24,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2014,236.25665,236,                                               236,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2014,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2015,28.57948,29,29,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2015,243.00177,243,                                               243,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2015,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2016,36.61187,37,37,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2016,261.82873,262,                                               262,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2016,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2017,36.20815,36,36,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2017,252.60268,253,                                               253,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2017,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2018,46.10084,46,46,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2018,258.11174,258,                                               258,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2018,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2019,48.56786,49,49,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2019,256.28593,256,                                               256,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2019,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2020,54.0269,54,54,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2020,251.83437,252,                                               252,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2020,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,59.32366,59,59,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,251.31173,251,                                               251,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,57.67983,58,58,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,251.48479,251,                                               251,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,64.33219,64,64,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,251.65465,252,                                               252,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,65.40681,65,65,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,239.89474,240,                                               240,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,Dominica rLog IrrAgeCsavr_29April2025,212,DM,DMA,/10/7/,Dominica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,8.8,9,                                                 9,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,31.58369,32,32,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,171.32814,171,                                               171,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,35.46209,35,35,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,169.71473,170,                                               170,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,39.44026,39,39,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2012,165.93797,166,                                               166,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2012,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2013,40.67053,41,41,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2013,169.71023,170,                                               170,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2013,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2014,45.3268,45,45,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2014,169.18919,169,                                               169,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2014,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2015,48.52467,49,49,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2015,169.42472,169,                                               169,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2015,20,20,                                                20,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2016,38.80391,39,39,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2016,231.96443,232,                                               232,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2016,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2017,41.72472,42,42,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2017,231.09912,231,                                               231,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2017,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2018,44.84059,45,45,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2018,226.43775,226,                                               226,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2018,20,20,                                                20,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2019,46.18729,46,46,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2019,235.4208,235,                                               235,Published,,,,1233,,5/12/2025 12:39:00 PM,
